Best Fitness (Genetic Algorithm),Mean Fitness (Genetic Algorithm),Std Fitness (Genetic Algorithm),Execution Time (Genetic Algorithm),Best Fitness (Genetic Algorithm Bridge),Mean Fitness (Genetic Algorithm Bridge),Std Fitness (Genetic Algorithm Bridge),Execution Time (Genetic Algorithm Bridge)
1.1410634011940375,-0.10784747620327069,0.6265651571085029,6938.5615180969235,1.627688122396156,0.019045311326425767,0.5405146640246887,6846.749217557907
1.5064221419812196,0.18441214354184599,0.5478816116530811,6938.5615180969235,1.8956965970821316,0.26382120635100803,0.6157778862428014,6846.749217557907
1.7797441080708833,0.3477131223984583,0.6404858988272625,6938.5615180969235,2.4518429429323296,0.5366357621360731,0.6548071611573347,6846.749217557907
2.023212613877509,0.5893007699245822,0.7080951593659455,6938.5615180969235,2.4953085322472734,0.6157009655085732,0.7803947726948033,6846.749217557907
2.169923332794275,0.7313294463136861,0.8408515261147518,6938.5615180969235,2.5671041304007636,0.8758477124955417,0.8371597035369108,6846.749217557907
2.1942766080205063,0.8006466565193,0.8920404651541988,6938.5615180969235,3.1520521134958885,1.0578930350897264,0.9038269585537495,6846.749217557907
2.496224708960012,1.0061689693662677,0.875194616226007,6938.5615180969235,3.269810746980153,1.1933689448697395,0.9781825724188996,6846.749217557907
2.568375415678868,1.171066426637819,0.8973325162241647,6938.5615180969235,3.32905621336755,1.3397974029430921,1.12672921412933,6846.749217557907
2.63318329256503,1.3143221967546626,0.8768643400143178,6938.5615180969235,3.392317805463565,1.4741801759667663,1.1630481336304674,6846.749217557907
2.858812256585324,1.4293669612717443,0.9608170852534856,6938.5615180969235,3.7104290746337734,1.7308805260152262,1.1532487247535306,6846.749217557907
3.006180151197916,1.7044157907173119,1.0055411177352653,6938.5615180969235,3.8189245980697955,1.6625430225729048,1.3076052744522764,6846.749217557907
3.173672462049539,1.7355427204185925,1.1735663608415918,6938.5615180969235,4.049743271448491,1.8827542146272394,1.3032240478790666,6846.749217557907
3.180294031504459,1.8202826890569697,1.1615914995716834,6938.5615180969235,4.356971873005952,1.9743107249593208,1.4261563060066165,6846.749217557907
3.2627200022793934,2.0311300451897822,1.0427445181189512,6938.5615180969235,4.556163014688161,2.175295592709816,1.4061533439737355,6846.749217557907
3.266393602523908,2.0404060669320456,1.1171120985412153,6938.5615180969235,4.567475685870237,2.2070918343391073,1.4809490823622282,6846.749217557907
3.4521071967813066,2.3002929205647,0.9935699128515381,6938.5615180969235,4.5879034046904135,2.2905236851056636,1.3984245820725758,6846.749217557907
3.508114783212501,2.3002830984395115,1.1194091847484626,6938.5615180969235,4.784210364581925,2.445628684517652,1.4547260875652523,6846.749217557907
3.664457962292663,2.3363683547227994,1.087180014768875,6938.5615180969235,4.797836235578094,2.485807963561455,1.5722148124259618,6846.749217557907
3.893084402557465,2.303356084862185,1.1826981652544302,6938.5615180969235,4.822824953094949,2.5163932906185815,1.4651060340120154,6846.749217557907
3.893084402557465,2.568332987753736,1.081371055323866,6938.5615180969235,4.8544182138257135,2.496344884833183,1.5314545039877177,6846.749217557907
4.006551260085533,2.561634915636029,1.2396364490125793,6938.5615180969235,4.975927764058994,2.67308624719912,1.5613328970826958,6846.749217557907
4.175422378056139,2.597863015740972,1.3115329646350946,6938.5615180969235,4.976464000322999,2.7449547463417465,1.4616343420430205,6846.749217557907
4.199177080427329,2.8738816058709267,1.159200697836194,6938.5615180969235,5.010519065044459,2.7975994704378437,1.6451195463572656,6846.749217557907
4.23355112930909,2.8447981868630996,1.252909878759933,6938.5615180969235,5.028780605266191,2.9789282946531244,1.632510292067635,6846.749217557907
4.342794563112873,2.868616213088261,1.3280230975843366,6938.5615180969235,5.124521682518494,2.95102943746548,1.7809582359744578,6846.749217557907
4.352025506899896,2.9393120961893997,1.321072082066107,6938.5615180969235,5.217022742491841,3.314795839764217,1.5334905694599603,6846.749217557907
4.378912229071583,2.769621583450484,1.4029926919536613,6938.5615180969235,5.217022742491841,3.2115583589479955,1.592938227743388,6846.749217557907
4.5889067190229476,2.950868250839932,1.38068659821982,6938.5615180969235,5.217022742491841,3.2265468322322812,1.6243624199793452,6846.749217557907
4.6059673213137255,2.9204260644902216,1.5388607724521246,6938.5615180969235,5.304770978235068,3.2235472414962425,1.7250825638393323,6846.749217557907
4.6059673213137255,2.9879580780095276,1.374885747863316,6938.5615180969235,5.5094465893638525,3.124487323234484,1.7490769042258627,6846.749217557907
4.609585539479247,2.9852601634813305,1.483083046961062,6938.5615180969235,5.55771951691769,3.211288250993121,1.8197945179141144,6846.749217557907
4.652230090601757,3.011083440167851,1.4971959805935757,6938.5615180969235,5.55771951691769,3.3200097342348074,1.7565743896203343,6846.749217557907
4.696209880274178,3.171057471702886,1.442051356709256,6938.5615180969235,5.612420193726637,3.4095311793941248,1.7531716025669641,6846.749217557907
4.727613782649263,3.0908769578823954,1.4465972897685435,6938.5615180969235,5.612420193726637,3.2099144883904622,1.9664258518110433,6846.749217557907
4.789322857803303,3.174004299028218,1.444290005152844,6938.5615180969235,5.640871873569891,3.3257610392720425,1.9076693337599182,6846.749217557907
4.840147868966875,3.151440310005831,1.4951790138215035,6938.5615180969235,5.680367555999699,3.550344887370202,1.7888806873414747,6846.749217557907
4.840147868966875,3.0437402669954423,1.532964748760855,6938.5615180969235,5.787529044430139,3.6947116244279834,1.716112911296726,6846.749217557907
4.87542079281949,3.185750871900942,1.5796813756995138,6938.5615180969235,5.822332401443321,3.541915049550725,1.9312088043675697,6846.749217557907
4.916720909862625,3.3057941679204754,1.5165993244846174,6938.5615180969235,6.047479317134763,3.701667565107887,1.8815593031554243,6846.749217557907
4.948524838971425,3.2097222477224605,1.567791487046276,6938.5615180969235,6.079976531240637,3.694204283298139,1.9471897861845293,6846.749217557907
4.948524838971425,3.2856158381751697,1.5938373587602903,6938.5615180969235,6.079976531240637,3.8061550510170945,1.9352337221780602,6846.749217557907
5.021396197020326,3.3225605172209685,1.5618960552947327,6938.5615180969235,6.108824408994337,3.8531353223566307,2.007178221108013,6846.749217557907
5.021396197020326,3.097346982239423,1.6589974825243026,6938.5615180969235,6.108824408994337,4.005811442132384,1.9473196738246379,6846.749217557907
5.025155854083726,3.3700976442468544,1.5452113379907342,6938.5615180969235,6.114360375625586,4.075177483458517,2.0077482473358406,6846.749217557907
5.055128815480723,3.444389816915673,1.621971566579028,6938.5615180969235,6.19001097468827,3.972857642095088,2.120264229636889,6846.749217557907
5.122434675680422,3.3278703777903322,1.6770550394853792,6938.5615180969235,6.19001097468827,3.998183297622534,2.04445601255185,6846.749217557907
5.122434675680422,3.520387267329924,1.434047925709059,6938.5615180969235,6.209255755149215,4.103978531563169,2.099233666923453,6846.749217557907
5.250636215253059,3.250955364325815,1.7404416013048098,6938.5615180969235,6.209255755149215,3.8681089161887825,1.9766711856196735,6846.749217557907
5.250636215253059,3.585987204708329,1.578395047711679,6938.5615180969235,6.285230943939796,4.073301019958718,2.0571590625376843,6846.749217557907
5.290430022200414,3.490323498223512,1.6723500384925079,6938.5615180969235,6.3147504767205405,4.087620047771282,1.9118018634386282,6846.749217557907
5.372093297835105,3.4250626733322327,1.7711204955532291,6938.5615180969235,6.3147504767205405,3.973423927429971,2.114659086235579,6846.749217557907
5.372093297835105,3.489565867472321,1.7939355759719977,6938.5615180969235,6.352973930232439,4.097241559135236,2.053726004140009,6846.749217557907
5.372093297835105,3.354099439665595,1.807479309917634,6938.5615180969235,6.45375760479155,3.938095461595887,2.0087691895945987,6846.749217557907
5.372093297835105,3.45380060633079,1.7190707931350093,6938.5615180969235,6.45375760479155,4.048779813108152,1.9829953286579909,6846.749217557907
5.372093297835105,3.5116051147592025,1.6216995320011307,6938.5615180969235,6.472456018866761,4.073161397798549,2.08644739478703,6846.749217557907
5.372093297835105,3.618780445817645,1.6899661056990467,6938.5615180969235,6.472456018866761,4.07956612248678,2.1197318154458724,6846.749217557907
5.372093297835105,3.4257243672156257,1.7783518104809857,6938.5615180969235,6.497014756423082,4.160198942399833,1.9804721635088214,6846.749217557907
5.372093297835105,3.588574366962643,1.7622122328164438,6938.5615180969235,6.497014756423082,4.1841344087260435,2.12147157749886,6846.749217557907
5.372093297835105,3.441595351263621,1.7516142785515314,6938.5615180969235,6.65649926141424,4.258384636736319,2.056183237529784,6846.749217557907
5.372093297835105,3.601543670962159,1.7382539661451084,6938.5615180969235,6.676948763992709,4.285363255613508,2.038995575648505,6846.749217557907
5.372093297835105,3.487277891797723,1.8442233775743104,6938.5615180969235,6.678163145889913,4.268950022121155,2.2406716712485695,6846.749217557907
5.372093297835105,3.392739784815329,1.8598623651781279,6938.5615180969235,6.682136155368056,4.311740264308865,2.2687279114310632,6846.749217557907
5.372093297835105,3.201347571511038,1.8008757072749852,6938.5615180969235,6.7123317828385165,4.196324960877479,2.242916137815683,6846.749217557907
5.372093297835105,3.4681564373564506,1.7814148265418974,6938.5615180969235,6.736266541914075,4.550453242602061,2.1143039473281102,6846.749217557907
5.372093297835105,3.5412379025248177,1.8145461910758045,6938.5615180969235,6.736266541914075,4.279062014850107,2.3090413326940586,6846.749217557907
5.379353499279289,3.4831424254033427,1.8372736470717037,6938.5615180969235,6.777238372422369,4.5757132878841835,2.207854575594011,6846.749217557907
5.379353499279289,3.5288721867990773,1.7471826368581627,6938.5615180969235,6.781443808273667,4.4522371855313345,2.2164680394198406,6846.749217557907
5.379353499279289,3.405547538281669,1.8272691142663533,6938.5615180969235,6.781443808273667,4.251133138091751,2.315180133300131,6846.749217557907
5.379353499279289,3.4551982652400755,1.6471711701352003,6938.5615180969235,6.888277891035512,4.417745493628079,2.2674407036528677,6846.749217557907
5.379353499279289,3.526530324766855,1.7473637464687084,6938.5615180969235,6.899824394138244,4.495627966822035,2.289417494215718,6846.749217557907
5.390656776593376,3.729762233760158,1.5726789219169173,6938.5615180969235,6.919237933090031,4.789821948069038,2.2009801573843033,6846.749217557907
5.390656776593376,3.491482216819665,1.8328580783582715,6938.5615180969235,6.962328459363642,4.524021778556305,2.323111888734353,6846.749217557907
5.390656776593376,3.3795480918025946,1.803312978799059,6938.5615180969235,6.9759741538322375,4.333160324576818,2.3657552187895132,6846.749217557907
5.390656776593376,3.6192698580376197,1.7772988147331428,6938.5615180969235,6.9759741538322375,4.4887324847466,2.3320421045650455,6846.749217557907
5.392287262917553,3.6954450769519362,1.7074816162775615,6938.5615180969235,6.9759741538322375,4.641268481119896,2.1289905456524347,6846.749217557907
5.42231460447938,3.60110969036081,1.7284804760527304,6938.5615180969235,6.978809010187275,4.503127131879743,2.244574696976474,6846.749217557907
5.42231460447938,3.5037344244424666,1.8099419363185896,6938.5615180969235,6.978809010187275,4.6628450954340135,2.2538425547791436,6846.749217557907
5.42231460447938,3.3352033346836705,1.908358659358162,6938.5615180969235,6.978809010187275,4.641258013726242,2.365116255446976,6846.749217557907
5.42231460447938,3.4596040248964535,1.7457538816048952,6938.5615180969235,7.010757124625089,4.729388326838314,2.290801749264536,6846.749217557907
5.430852463179368,3.4489050300607027,1.8158864420489547,6938.5615180969235,7.010757124625089,4.605619273056629,2.3610331697880422,6846.749217557907
5.430852463179368,3.505345390065193,1.8572362864606364,6938.5615180969235,7.117027383740951,4.573841724029736,2.3370391239177315,6846.749217557907
5.444522437420076,3.526535252564012,1.9094036556853318,6938.5615180969235,7.117027383740951,4.725375173002001,2.2200412653533563,6846.749217557907
5.444522437420076,3.619207840244725,1.7006428547696146,6938.5615180969235,7.131467346847595,4.890075796781218,2.1924762029051186,6846.749217557907
5.444522437420076,3.3334619828632506,1.8761388136111457,6938.5615180969235,7.131467346847595,4.637451792251243,2.358590873454908,6846.749217557907
5.444522437420076,3.4811585131077036,1.850338771439438,6938.5615180969235,7.131467346847595,4.548326081077237,2.467125148071026,6846.749217557907
5.444522437420076,3.4432342089331174,1.839705226043316,6938.5615180969235,7.131467346847595,4.1451302924116025,2.51371965178905,6846.749217557907
5.446650383570744,3.5730414071927106,1.983110582246762,6938.5615180969235,7.131467346847595,4.477073482012459,2.23079598664508,6846.749217557907
5.446650383570744,3.5500446901487193,1.7954268080828477,6938.5615180969235,7.131467346847595,4.285208191633505,2.5000849567876022,6846.749217557907
5.509746453612367,3.6971171726799463,1.7706304586896962,6938.5615180969235,7.131467346847595,4.418955371647676,2.288126093961798,6846.749217557907
5.509746453612367,3.6317850460050365,1.806066247913537,6938.5615180969235,7.142873277940817,4.366252458793243,2.503309809531674,6846.749217557907
5.570678881464238,3.305966959579442,1.808265380169655,6938.5615180969235,7.142873277940817,4.634450162366432,2.366529664914155,6846.749217557907
5.5792697860360665,3.508324285972523,1.851697084982984,6938.5615180969235,7.142873277940817,4.447339756174347,2.4141720241791185,6846.749217557907
5.5792697860360665,3.574053306476467,1.8163725869941068,6938.5615180969235,7.142873277940817,4.440717491099589,2.5142368814100857,6846.749217557907
5.5792697860360665,3.669354659889194,1.7905631979721135,6938.5615180969235,7.142873277940817,4.69845658068633,2.441535377320566,6846.749217557907
5.585933048856146,3.7844065509310356,1.7520858176841032,6938.5615180969235,7.142873277940817,4.249737740792696,2.6173869535255734,6846.749217557907
5.585933048856146,3.789018202705576,1.7243395218815167,6938.5615180969235,7.142873277940817,4.5717746480313295,2.2937383022639986,6846.749217557907
5.585933048856146,3.6379456727479074,1.9123883205866636,6938.5615180969235,7.142873277940817,4.663034369241704,2.366250891405529,6846.749217557907
5.585933048856146,3.8042482782649047,1.8168080403546394,6938.5615180969235,7.142873277940817,4.455961253589612,2.4229730864758254,6846.749217557907
5.585933048856146,3.5734716881876265,1.7697714237254498,6938.5615180969235,7.147213859076447,4.47950875459464,2.444853315560915,6846.749217557907
5.585933048856146,3.9021965538011445,1.7357535942451008,6938.5615180969235,7.147213859076447,4.786682146488693,2.3490166294160315,6846.749217557907
